hypothesis_id,regime_dimension,regime_bin,oversold_bin,forward_horizon,n_stock_events,n_event_days,n_non_tradable_t1,status,mean_raw_return,benchmark,mean_regime_excess,median_regime_excess,stock_event_win_rate,daily_raw_positive_rate,daily_excess_positive_rate,hac_effect,hac_se,hac_t,raw_p,boot_ci_lo,boot_ci_hi,boot_p,positive_boot_support,negative_boot_support,nullA_p,nullC_p,nullB_p,nullB_note,nw_lag,bh_q
P0011,TREND,SIDEWAYS,B2,5D,39081,275,32,VALID_SAMPLE,-0.0033258454942445364,-0.002610906515525874,-0.0007149389787186626,0.000697433109548773,0.5091732555461733,0.4581818181818182,0.509090909090909,-0.0011638161913844894,0.004551004193878935,-0.2557273388035575,0.7982353471803181,-0.006281763294093381,0.004491147413030464,0.597,False,False,0.8012,0.823,1.0,STRUCTURAL_INVARIANT,6.0,0.8814683612720997
P0012,TREND,SIDEWAYS,B2,10D,39072,275,32,VALID_SAMPLE,-0.005733504363018817,-0.004230534650693526,-0.0015029697123252906,0.003376026283722037,0.5106726044226044,0.49454545454545457,0.509090909090909,-0.002446615079652808,0.006599126061256723,-0.3707483471208125,0.7109354075651492,-0.010584462853386697,0.00722392176890497,0.6215,False,False,0.763,0.775,0.35,STRUCTURAL_INVARIANT,6.0,0.8705331521205908
P0013,TREND,SIDEWAYS,B3,5D,10640,260,22,VALID_SAMPLE,-0.0069291677244198435,-0.006917841206622212,-1.13265177976319e-05,0.002380073092000148,0.5456766917293233,0.47692307692307695,0.5269230769230769,-1.897559475188366e-05,0.005437532596554753,-0.0034897436318646973,0.9972166754687959,-0.007289147747250007,0.006989582104297841,0.4985,False,False,0.9988,0.9978,1.0,STRUCTURAL_INVARIANT,6.0,0.9972166754687959
P0014,TREND,SIDEWAYS,B3,10D,10641,260,22,VALID_SAMPLE,-0.011502011411658606,-0.00878817028122094,-0.0027138411304376657,0.00011337784940813889,0.5538953105911099,0.4461538461538462,0.5038461538461538,-0.004546565010733224,0.00799826414217364,-0.5684439685806164,0.5699320054937045,-0.014148093287968306,0.008012506123484931,0.685,False,False,0.5808,0.6444,1.0,STRUCTURAL_INVARIANT,6.0,0.7599093406582726
P0015,TREND,SIDEWAYS,B4,5D,2110,202,6,VALID_SAMPLE,-0.017709133149297302,-0.01397222191056839,-0.0037369112387289124,0.004143242501991483,0.566824644549763,0.41089108910891087,0.5495049504950495,-0.006830583657676618,0.007978341512464772,-0.856140796555903,0.3923817047122349,-0.012417158929736547,0.004162569809746157,0.8205,False,False,0.5196,0.5344,1.0,STRUCTURAL_INVARIANT,5.0,0.6195500600719498
P0016,TREND,SIDEWAYS,B4,10D,2113,202,6,VALID_SAMPLE,-0.023710505233849242,-0.016064238645175817,-0.007646266588673425,0.008980493612436193,0.5944155229531471,0.4603960396039604,0.5544554455445545,-0.01397637253503421,0.011975602787822599,-1.1670704834370504,0.24380831146315524,-0.021860665709332486,0.005381839647989883,0.88,False,False,0.375,0.3932,1.0,STRUCTURAL_INVARIANT,5.0,0.5192639470105757
P0017,TREND,DOWN,B1,5D,109883,179,32,VALID_SAMPLE,0.004181385745853354,-0.0005549212477501823,0.004736306993603536,0.008043887732626933,0.5475915291719374,0.5418994413407822,0.5418994413407822,0.0062833853729010476,0.006092252012544506,1.031373186789217,0.3027097812446675,-0.004604485289444762,0.01511012958579107,0.15,False,False,0.2234,0.2426,1.0,STRUCTURAL_INVARIANT,6.0,0.5192639470105757
P0018,TREND,DOWN,B1,10D,109822,179,32,VALID_SAMPLE,0.0048108938176711314,-0.001027659277095657,0.005838553094766788,0.006745563318319584,0.5557356449527417,0.547486033519553,0.5642458100558659,0.007745671715137705,0.009356724919191343,0.8278186846394033,0.4080455952406871,-0.00941778739348458,0.0231554766748714,0.225,False,False,0.3774,0.4222,1.0,STRUCTURAL_INVARIANT,6.0,0.6277624542164417
P0019,TREND,DOWN,B2,5D,50350,176,10,VALID_SAMPLE,0.004964621545871628,-0.002610906515525874,0.0075755280613975014,0.003667440821563011,0.5902681231380338,0.5056818181818182,0.5227272727272727,0.010058382696045491,0.006481622264454828,1.5518310518040512,0.12114763854630278,-0.0023200760116207928,0.019346490838971043,0.0635,False,False,0.0958,0.0922,1.0,STRUCTURAL_INVARIANT,6.0,0.296413101630516
P0020,TREND,DOWN,B2,10D,50338,176,10,VALID_SAMPLE,0.0032872157233571385,-0.004230534650693526,0.007517750374050665,0.007844382223867255,0.6034407405935873,0.5340909090909091,0.5681818181818182,0.00998166855995928,0.009485043903299205,1.0523587093241953,0.2929925201180045,-0.0076377053395342365,0.025443469847578948,0.1705,False,False,0.33,0.3198,1.0,STRUCTURAL_INVARIANT,6.0,0.5192639470105757
P0021,TREND,DOWN,B3,5D,16161,157,7,VALID_SAMPLE,-0.001005714158287198,-0.006917841206622212,0.005912127048335014,0.008314614900398618,0.6266938927046594,0.5031847133757962,0.535031847133758,0.007814184315934601,0.007283551987019782,1.0728535101912464,0.283739321015224,-0.006223988756760921,0.01843615668820772,0.148,False,False,0.2392,0.2302,0.75,STRUCTURAL_INVARIANT,6.0,0.5192639470105757
P0022,TREND,DOWN,B3,10D,16164,157,7,VALID_SAMPLE,-0.00123778071614598,-0.00878817028122094,0.00755038956507496,0.013705941444991642,0.652746844840386,0.5159235668789809,0.5668789808917197,0.00997951079810113,0.010481685810249887,0.9520902437604372,0.3414089639809343,-0.009910377817896164,0.025815461377108027,0.1905,False,False,0.391,0.3608,0.9,STRUCTURAL_INVARIANT,6.0,0.5536361578069204
P0023,TREND,DOWN,B4,5D,5685,116,4,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0024,TREND,DOWN,B4,10D,5685,116,4,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0025,BREADTH,LOW,B1,5D,132157,172,51,VALID_SAMPLE,0.00962208832085665,-0.0005549212477501823,0.010177009568606833,0.010924383841284357,0.5445038855300892,0.5755813953488372,0.5755813953488372,0.013330965687166104,0.006357400320193918,2.0969209135408784,0.03634644095892771,0.0014035069249096093,0.019911311937116538,0.013,True,False,0.036,0.0138,0.6,STRUCTURAL_INVARIANT,6.0,0.15577046125254732
P0026,BREADTH,LOW,B1,10D,132071,172,51,VALID_SAMPLE,0.014057025357563497,-0.001027659277095657,0.015084684634659154,0.019288711129152158,0.5445252932134989,0.6104651162790697,0.622093023255814,0.019759577890805825,0.009059308117828404,2.1811354282033593,0.029494025276312234,0.00013633747880783278,0.03085850351556712,0.024,True,False,0.0702,0.036,0.25,STRUCTURAL_INVARIANT,6.0,0.15577046125254732
P0027,BREADTH,LOW,B2,5D,63799,169,28,VALID_SAMPLE,0.011064958678333106,-0.002610906515525874,0.01367586519385898,0.015091441944493038,0.5775639116600574,0.5739644970414202,0.591715976331361,0.017924433608862957,0.006601191246697886,2.715333178360693,0.006781624216930989,0.00453631853625279,0.024268376038270964,0.001,True,False,0.0156,0.0032,0.95,STRUCTURAL_INVARIANT,6.0,0.05812820757369419
P0028,BREADTH,LOW,B2,10D,63785,169,28,VALID_SAMPLE,0.013974942432344515,-0.004230534650693526,0.01820547708303804,0.019420408068414906,0.588445559300776,0.5976331360946746,0.6331360946745562,0.023861222720967135,0.008983791416159705,2.656030356854286,0.008083869950425938,0.0038697577522254774,0.03405452803299961,0.007,True,False,0.028,0.016,1.0,STRUCTURAL_INVARIANT,6.0,0.060629024628194535
P0029,BREADTH,LOW,B3,5D,20334,163,14,VALID_SAMPLE,0.0015816335027612806,-0.006917841206622212,0.008499474709383493,0.012936655877776827,0.617733844791974,0.5398773006134969,0.5828220858895705,0.011373778397411535,0.007354918909456741,1.5464179194127432,0.12249567726136515,-0.0028398348414435714,0.019997635833501594,0.069,False,False,0.122,0.0952,0.95,STRUCTURAL_INVARIANT,6.0,0.296413101630516
P0030,BREADTH,LOW,B3,10D,20339,163,14,VALID_SAMPLE,0.004401884894733518,-0.00878817028122094,0.013190055175954458,0.0173560163982737,0.6378386351344707,0.558282208588957,0.6073619631901841,0.01765059250724199,0.010487540480759639,1.683005900155869,0.09285938090308843,-0.00506154729973991,0.031574059632838235,0.07,False,False,0.143,0.118,1.0,STRUCTURAL_INVARIANT,6.0,0.26784986230901087
P0031,BREADTH,LOW,B4,5D,6527,131,6,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0032,BREADTH,LOW,B4,10D,6527,131,6,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0033,BREADTH,MID,B1,5D,109676,448,44,VALID_SAMPLE,-0.0040649363820613365,-0.0005549212477501823,-0.0035100151343111542,-0.0011907012873811976,0.4749899704584412,0.47767857142857145,0.4888392857142857,-0.00914616846825879,0.005078379126199898,-1.8010015087437516,0.07211808024247339,-0.008384041640725618,0.0005213061761079792,0.956,False,False,0.0408,0.0516,1.0,STRUCTURAL_INVARIANT,6.0,0.24206701865175206
P0034,BREADTH,MID,B1,10D,109641,448,44,VALID_SAMPLE,-0.005501234027511968,-0.001027659277095657,-0.004473574750416312,-0.0026869858310728024,0.45597905892868545,0.4732142857142857,0.48214285714285715,-0.01165694926004534,0.007230229202193393,-1.6122516913445895,0.10734237501281689,-0.011110004872046665,0.0013745286203300183,0.9335,False,False,0.1266,0.158,0.85,STRUCTURAL_INVARIANT,6.0,0.29275193185313697
P0035,BREADTH,MID,B2,5D,36429,444,18,VALID_SAMPLE,-0.007110650221590293,-0.002610906515525874,-0.004499743706064419,-0.0018683993415760853,0.49559416948035906,0.4166666666666667,0.46621621621621623,-0.011926829971836198,0.005596802366073035,-2.131007884812018,0.033430943194145205,-0.009600042226625327,-6.456788600553174e-05,0.9775,False,True,0.0202,0.0226,0.2,STRUCTURAL_INVARIANT,6.0,0.15577046125254732
P0036,BREADTH,MID,B2,10D,36415,444,18,VALID_SAMPLE,-0.010345854783293282,-0.004230534650693526,-0.006115320132599756,-0.0030280529203195287,0.48757380200466843,0.4594594594594595,0.48423423423423423,-0.01620900838120311,0.00767443353828633,-2.112078800388246,0.03502785796918583,-0.01301228186739051,-0.0001156679437686714,0.978,False,True,0.0416,0.0618,1.0,STRUCTURAL_INVARIANT,6.0,0.15577046125254732
P0037,BREADTH,MID,B3,5D,8612,412,15,VALID_SAMPLE,-0.011052202340964804,-0.006917841206622212,-0.004134361134342592,-0.0024228433494296927,0.5085926614026939,0.42475728155339804,0.4733009708737864,-0.011444905286055653,0.006364775814140751,-1.798163143567174,0.07262010559552562,-0.009434978622241245,0.0005559150601528748,0.9595,False,False,0.0634,0.066,1.0,STRUCTURAL_INVARIANT,6.0,0.24206701865175206
P0038,BREADTH,MID,B3,10D,8613,412,15,VALID_SAMPLE,-0.014284742740128368,-0.00878817028122094,-0.005496572458907428,-0.00325394571861172,0.5166608614884477,0.41019417475728154,0.47572815533980584,-0.015215833630881043,0.009065470905963428,-1.6784383060423036,0.0937474518081538,-0.012977360462434346,0.0014957583510841266,0.9435,False,False,0.0978,0.123,1.0,STRUCTURAL_INVARIANT,6.0,0.26784986230901087
P0039,BREADTH,MID,B4,5D,1635,285,5,VALID_SAMPLE,-0.019208060972618065,-0.01397222191056839,-0.005235839062049675,0.00572398960859952,0.5174311926605505,0.4245614035087719,0.5578947368421052,-0.014504249824063092,0.008574145266179993,-1.6916263223663712,0.091418915302507,-0.012409893470924218,0.0006774244006704468,0.9595,False,False,0.1846,0.1764,1.0,STRUCTURAL_INVARIANT,5.0,0.26784986230901087
P0040,BREADTH,MID,B4,10D,1638,285,5,VALID_SAMPLE,-0.021833290093931704,-0.016064238645175817,-0.005769051448755887,0.011205673372695114,0.5500610500610501,0.47719298245614034,0.5543859649122806,-0.015981347491584634,0.012522134360247886,-1.2762478848907888,0.20253508157521322,-0.01664185434670006,0.0030582674512567728,0.8955,False,False,0.3126,0.3114,1.0,STRUCTURAL_INVARIANT,5.0,0.46738864978895356
P0041,BREADTH,HIGH,B1,5D,4811,107,2,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0042,BREADTH,HIGH,B1,10D,4806,107,2,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0043,BREADTH,HIGH,B2,5D,1108,100,0,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0044,BREADTH,HIGH,B2,10D,1108,100,0,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0045,BREADTH,HIGH,B3,5D,221,70,0,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0046,BREADTH,HIGH,B3,10D,221,70,0,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0047,BREADTH,HIGH,B4,5D,43,30,0,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0048,BREADTH,HIGH,B4,10D,43,30,0,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0049,VOLATILITY,LOW,B1,5D,52804,156,29,VALID_SAMPLE,0.0005678068715379974,-0.0005549212477501823,0.0011227281192881797,0.0029232454184356035,0.4610256798727369,0.5384615384615384,0.5576923076923077,0.0014294629469746131,0.006362995846175298,0.22465250355834226,0.8223129161401613,-0.011331902229947814,0.011586880154266524,0.4445,False,False,0.8164,0.7972,0.6,STRUCTURAL_INVARIANT,6.0,0.8814683612720997
P0050,VOLATILITY,LOW,B1,10D,52784,156,29,VALID_SAMPLE,0.004688666493280096,-0.001027659277095657,0.005716325770375752,0.0045959585529653495,0.46790694149742346,0.5256410256410257,0.532051282051282,0.007278054001861914,0.009285447044611582,0.7838129889594735,0.4334058419854437,-0.012994139582963447,0.024613833451318595,0.2895,False,False,0.5538,0.4808,1.0,STRUCTURAL_INVARIANT,6.0,0.6287141132016045
P0051,VOLATILITY,LOW,B2,5D,21248,156,13,VALID_SAMPLE,-0.0024030885650837774,-0.002610906515525874,0.00020781795044209645,-0.001138959623755233,0.4537368222891566,0.46794871794871795,0.48717948717948717,0.00026602190065568455,0.006611929620360262,0.04023362557225615,0.9679181646763726,-0.012177710083086067,0.01086472624324503,0.515,False,False,0.9754,0.9674,0.95,STRUCTURAL_INVARIANT,6.0,0.9843235572980061
P0052,VOLATILITY,LOW,B2,10D,21236,156,13,VALID_SAMPLE,0.001517308798522876,-0.004230534650693526,0.005747843449216403,0.010337581274485473,0.5051798832171783,0.532051282051282,0.5576923076923077,0.007357652386519367,0.009293385554649232,0.7917085052861634,0.4287947048633675,-0.011469043196895654,0.022703191353758638,0.276,False,False,0.5716,0.4834,0.75,STRUCTURAL_INVARIANT,6.0,0.6287141132016045
P0053,VOLATILITY,LOW,B3,5D,4710,149,5,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0054,VOLATILITY,LOW,B3,10D,4714,149,5,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0055,VOLATILITY,LOW,B4,5D,909,119,5,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0056,VOLATILITY,LOW,B4,10D,913,119,5,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0057,VOLATILITY,NORMAL,B1,5D,88053,280,31,VALID_SAMPLE,-0.0012329730860611546,-0.0005549212477501823,-0.0006780518383109722,-0.0012648481396805387,0.5115328268202105,0.475,0.48928571428571427,-0.001102782296313372,0.004332236663634245,-0.25455264380415105,0.799140822582984,-0.0055360724302599895,0.004127925598857371,0.617,False,False,0.8056,0.8104,0.95,STRUCTURAL_INVARIANT,6.0,0.8814683612720997
P0058,VOLATILITY,NORMAL,B1,10D,88014,280,31,VALID_SAMPLE,-0.005450096186950291,-0.001027659277095657,-0.004422436909854634,-0.0023775997400524366,0.4934783102688209,0.4785714285714286,0.48214285714285715,-0.0071926434753116835,0.00693085309143908,-1.037771740421964,0.2997223232466147,-0.013339461497660316,0.004227556626394566,0.844,False,False,0.3566,0.409,1.0,STRUCTURAL_INVARIANT,6.0,0.5192639470105757
P0059,VOLATILITY,NORMAL,B2,5D,35201,279,23,VALID_SAMPLE,-0.0014806689793428664,-0.002610906515525874,0.0011302375361830074,-0.0009549778939925658,0.5612624641345416,0.4229390681003584,0.48028673835125446,0.0018568188094435117,0.004682692073783184,0.3965280612490441,0.6918344914037392,-0.0038144503658005765,0.006574630994635885,0.3465,False,False,0.7214,0.7268,0.65,STRUCTURAL_INVARIANT,6.0,0.8705331521205908
P0060,VOLATILITY,NORMAL,B2,10D,35195,279,23,VALID_SAMPLE,-0.004525929727828956,-0.004230534650693526,-0.0002953950771354295,0.0028775942876022977,0.5562153715016338,0.4767025089605735,0.5125448028673835,-0.0004852919124367751,0.007381025478972837,-0.06574857569849625,0.9475964804818924,-0.009153401211717668,0.008891561823123681,0.5345,False,False,0.9524,0.9524,0.95,STRUCTURAL_INVARIANT,6.0,0.9802722211881645
P0061,VOLATILITY,NORMAL,B3,5D,9556,260,17,VALID_SAMPLE,-0.003532706849545724,-0.006917841206622212,0.0033851343570764874,0.0029556069882486274,0.5728338216827125,0.47307692307692306,0.5230769230769231,0.005671199117699554,0.0055003992617661404,1.031052265082039,0.3029039690895025,-0.0025979374463107295,0.010291959331844666,0.1355,False,False,0.3024,0.3344,1.0,STRUCTURAL_INVARIANT,6.0,0.5192639470105757
P0062,VOLATILITY,NORMAL,B3,10D,9553,260,17,VALID_SAMPLE,-0.0068158547184769235,-0.00878817028122094,0.001972315562744017,0.004106762346962533,0.577514916780069,0.4576923076923077,0.5307692307692308,0.003304268929791917,0.008494615638288896,0.3889839246990943,0.6974168157004019,-0.007673591116766788,0.013296829667733026,0.337,False,False,0.7472,0.738,0.9,STRUCTURAL_INVARIANT,6.0,0.8705331521205908
P0063,VOLATILITY,NORMAL,B4,5D,1846,185,5,VALID_SAMPLE,-0.012714997814888091,-0.01397222191056839,0.0012572240956802982,0.009907181260161808,0.5780065005417118,0.4756756756756757,0.5891891891891892,0.0021483599489402717,0.00903871399301795,0.2376842491752472,0.8122356410010624,-0.009475043686136074,0.011836163347924339,0.399,False,False,0.8072,0.8626,1.0,STRUCTURAL_INVARIANT,5.0,0.8814683612720997
P0064,VOLATILITY,NORMAL,B4,10D,1847,185,5,VALID_SAMPLE,-0.01747085440759494,-0.016064238645175817,-0.0014066157624191243,0.025728859833600008,0.5982674607471575,0.5513513513513514,0.5945945945945946,-0.0024036422606855483,0.013690185463217245,-0.1755741196599307,0.8607085790996918,-0.01764526895265209,0.014965598618484923,0.5675,False,False,0.8494,0.8826,1.0,STRUCTURAL_INVARIANT,5.0,0.9060090306312546
P0065,VOLATILITY,HIGH,B1,5D,74016,204,18,VALID_SAMPLE,-0.006972698659394077,-0.0005549212477501823,-0.006417777411643895,-0.004113198728502496,0.4804096411586684,0.46568627450980393,0.46568627450980393,-0.008921078734732541,0.005785325663485055,-1.5420184192982012,0.123505459012715,-0.016530970843628093,0.00249150898180395,0.9225,False,False,0.1292,0.086,1.0,STRUCTURAL_INVARIANT,6.0,0.296413101630516
P0066,VOLATILITY,HIGH,B1,10D,73954,204,18,VALID_SAMPLE,-0.003406582246274349,-0.001027659277095657,-0.002378922969178692,0.005701860761978296,0.4974037915460962,0.5490196078431373,0.5588235294117647,-0.0033068393854549082,0.007652063652319787,-0.432150010207039,0.6657608872701636,-0.01477923606120702,0.00915339639386229,0.6445,False,False,0.8018,0.7156,0.85,STRUCTURAL_INVARIANT,6.0,0.8683837660045611
P0067,VOLATILITY,HIGH,B2,5D,27446,198,6,VALID_SAMPLE,-0.01167246815148428,-0.002610906515525874,-0.009061561635958407,-0.002957671761890457,0.4639656051883699,0.4494949494949495,0.4898989898989899,-0.012545424167841455,0.006333909740535565,-1.9806761829196315,0.048012577591343614,-0.021051854219322475,0.00039761706420120773,0.9705,False,False,0.0322,0.0266,1.0,STRUCTURAL_INVARIANT,6.0,0.19205031036537445
P0068,VOLATILITY,HIGH,B2,10D,27436,198,6,VALID_SAMPLE,-0.01136209796557855,-0.004230534650693526,-0.007131563314885023,0.0034214532834751085,0.5054672692812363,0.4898989898989899,0.5202020202020202,-0.009873407074782565,0.008792355280820873,-1.1229536067906438,0.2618362403450546,-0.02333087662272907,0.0053959084451167165,0.8455,False,False,0.3516,0.302,1.0,STRUCTURAL_INVARIANT,6.0,0.5192639470105757
P0069,VOLATILITY,HIGH,B3,5D,7389,177,4,VALID_SAMPLE,-0.016190816932823256,-0.006917841206622212,-0.009272975726201045,-0.005240906871429378,0.4203545811341183,0.4011299435028249,0.4406779661016949,-0.012780062699571973,0.00682958420012088,-1.8712797624408488,0.06176019365426109,-0.021146796928880926,0.0013552050634643054,0.959,False,False,0.024,0.0364,0.3,STRUCTURAL_INVARIANT,6.0,0.23160072620347907
P0070,VOLATILITY,HIGH,B3,10D,7388,177,4,VALID_SAMPLE,-0.015861141438908308,-0.00878817028122094,-0.0070729711576873674,-0.0042862882348129235,0.5196264212236058,0.4180790960451977,0.4689265536723164,-0.009748005121171705,0.008820435740253103,-1.1051614011182609,0.2695030105948282,-0.020713435203625775,0.006075806767892888,0.8635,False,False,0.3342,0.3506,1.0,STRUCTURAL_INVARIANT,6.0,0.5192639470105757
P0071,VOLATILITY,HIGH,B4,5D,1519,109,1,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0072,VOLATILITY,HIGH,B4,10D,1517,109,1,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0073,VOLATILITY,EXTREME,B1,5D,31771,87,19,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0074,VOLATILITY,EXTREME,B1,10D,31766,87,19,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0075,VOLATILITY,EXTREME,B2,5D,17441,80,4,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0076,VOLATILITY,EXTREME,B2,10D,17441,80,4,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0077,VOLATILITY,EXTREME,B3,5D,7512,59,3,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0078,VOLATILITY,EXTREME,B3,10D,7518,59,3,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0079,VOLATILITY,EXTREME,B4,5D,3931,33,0,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0080,VOLATILITY,EXTREME,B4,10D,3931,33,0,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0081,LIQUIDITY,LOW,B1,5D,47607,70,12,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0082,LIQUIDITY,LOW,B1,10D,47586,70,12,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0083,LIQUIDITY,LOW,B2,5D,18245,70,2,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0084,LIQUIDITY,LOW,B2,10D,18240,70,2,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0085,LIQUIDITY,LOW,B3,5D,3294,66,0,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0086,LIQUIDITY,LOW,B3,10D,3295,66,0,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0087,LIQUIDITY,LOW,B4,5D,2248,46,0,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
P0088,LIQUIDITY,LOW,B4,10D,2248,46,0,INSUFFICIENT_SAMPLE,,,,,,,,,,,,,,,,,,,,,,
