event_id,factor_id,timestamp,old_status,new_status,experiment_id,reason,code_commit,notes
EVT_000000041,AF_000032,2026-09-10T12:23:26,FAIL,INVALID,,PHASE0_MIGRATION_INVALID_DUPLICATE_IMPORT,,duplicate legacy import; canonical=AF_000011
EVT_000000042,AF_000033,2026-09-10T12:23:26,ARCHIVED,INVALID,,PHASE0_MIGRATION_INVALID_DUPLICATE_IMPORT,,duplicate legacy import; canonical=AF_000012
EVT_000000043,AF_000034,2026-09-10T12:23:26,PROPOSED,INVALID,,PHASE0_MIGRATION_INVALID_DUPLICATE_IMPORT,,duplicate legacy import; canonical=AF_000013
EVT_000000044,AFD_001,2026-09-11T00:33:37,,PROPOSED,AFE_20260910_0004,REGISTER,,initial status
EVT_000000045,AFD_002,2026-09-11T00:33:37,,PROPOSED,AFE_20260910_0004,REGISTER,,initial status
EVT_000000046,AFD_003,2026-09-11T00:33:37,,PROPOSED,AFE_20260910_0004,REGISTER,,initial status
EVT_000000047,AFD_004,2026-09-11T00:33:37,,PROPOSED,AFE_20260910_0004,REGISTER,,initial status
EVT_000000048,AFD_005,2026-09-11T00:33:37,,PROPOSED,AFE_20260910_0004,REGISTER,,initial status
EVT_000000049,AFS_000001,2026-09-11T13:50:22,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0053; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000050,AFS_000002,2026-09-11T13:50:22,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0093; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000051,AFS_000003,2026-09-11T13:50:22,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0385; val_ic=0.0451; test_ic=0.0482; fdr_pass=True
EVT_000000052,AFS_000004,2026-09-11T13:50:22,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0093; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000053,AFS_000005,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0366; val_ic=0.0498; test_ic=0.0482; fdr_pass=True
EVT_000000054,AFS_000006,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=-0.0400; val_ic=-0.0569; test_ic=-0.0452; fdr_pass=True
EVT_000000055,AFS_000007,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0109; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000056,AFS_000008,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0126; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000057,AFS_000009,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0022; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000058,AFS_000010,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=-0.0462; val_ic=0.0425; test_ic=-0.0246; fdr_pass=True
EVT_000000059,AFS_000011,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=0.0462; val_ic=0.0941; test_ic=-0.0304; fdr_pass=True
EVT_000000060,AFS_000012,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=0.0431; val_ic=-0.0312; test_ic=-0.0019; fdr_pass=True
EVT_000000061,AFS_000013,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=0.0217; val_ic=0.0044; test_ic=-0.0116; fdr_pass=True
EVT_000000062,AFS_000014,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=nan; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000063,AFS_000015,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=nan; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000064,AFS_000016,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0379; val_ic=0.0125; test_ic=0.0741; fdr_pass=True
EVT_000000065,AFS_000017,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0073; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000066,AFS_000018,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0345; val_ic=0.0163; test_ic=0.0497; fdr_pass=True
EVT_000000067,AFS_000019,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0054; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000068,AFS_000020,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0141; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000069,AFS_000021,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=VALIDATION_FAIL; disc_ic=0.0406; val_ic=-0.0421; test_ic=0.0111; fdr_pass=True
EVT_000000070,AFS_000022,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0149; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000071,AFS_000023,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0182; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000072,AFS_000024,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0385; val_ic=0.0451; test_ic=0.0482; fdr_pass=True
EVT_000000073,AFS_000025,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0134; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000074,AFS_000026,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0093; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000075,AFS_000027,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=VALIDATION_FAIL; disc_ic=-0.0439; val_ic=-0.0936; test_ic=0.0535; fdr_pass=True
EVT_000000076,AFS_000028,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=-0.0285; val_ic=0.0208; test_ic=-0.0119; fdr_pass=True
EVT_000000077,AFS_000029,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=-0.0530; val_ic=0.0047; test_ic=0.0200; fdr_pass=True
EVT_000000078,AFS_000030,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=-0.0213; val_ic=-0.0372; test_ic=-0.0260; fdr_pass=True
EVT_000000079,AFS_000031,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0149; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000080,AFS_000032,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0138; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000081,AFS_000033,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0152; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000082,AFS_000034,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0124; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000083,AFS_000035,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0162; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000084,AFS_000036,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0415; val_ic=0.0546; test_ic=0.0402; fdr_pass=True
EVT_000000085,AFS_000037,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=-0.0398; val_ic=-0.0511; test_ic=-0.0449; fdr_pass=True
EVT_000000086,AFS_000038,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=-0.0375; val_ic=-0.0388; test_ic=-0.0493; fdr_pass=True
EVT_000000087,AFS_000039,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0382; val_ic=0.0436; test_ic=0.0484; fdr_pass=True
EVT_000000088,AFS_000040,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0085; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000089,AFS_000041,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0018; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000090,AFS_000042,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0031; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000091,AFS_000043,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0037; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000092,AFS_000044,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0020; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000093,AFS_000045,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0116; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000094,AFS_000046,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=-0.0426; val_ic=-0.0463; test_ic=-0.0607; fdr_pass=True
EVT_000000095,AFS_000047,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0439; val_ic=0.0308; test_ic=0.0669; fdr_pass=True
EVT_000000096,AFS_000048,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0413; val_ic=0.0300; test_ic=0.0654; fdr_pass=True
EVT_000000097,AFS_000049,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0093; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000098,AFS_000050,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=-0.0448; val_ic=-0.0386; test_ic=-0.0637; fdr_pass=True
EVT_000000099,AFS_000051,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0123; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000100,AFS_000052,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0149; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000101,AFS_000053,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0152; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000102,AFS_000054,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0093; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000103,AFS_000055,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0141; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000104,AFS_000056,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0349; val_ic=0.0512; test_ic=0.0451; fdr_pass=True
EVT_000000105,AFS_000057,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=-0.0355; val_ic=-0.0498; test_ic=-0.0487; fdr_pass=True
EVT_000000106,AFS_000058,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=-0.0321; val_ic=-0.0466; test_ic=-0.0478; fdr_pass=True
EVT_000000107,AFS_000059,2026-09-11T13:50:23,PROPOSED,FAIL,AFE_20260910_0004,UNSTABLE,universe-b-phase0-governance-fix,stage=NO_KEEP_WEAK; disc_ic=0.0366; val_ic=0.0498; test_ic=0.0482; fdr_pass=True
EVT_000000108,AFS_000060,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0089; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000109,AFS_000061,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0082; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000110,AFS_000062,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0095; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000111,AFS_000063,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0126; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000112,AFS_000064,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0110; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000113,AFS_000065,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0095; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000114,AFS_000066,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=VALIDATION_FAIL; disc_ic=-0.0302; val_ic=-0.0874; test_ic=0.0310; fdr_pass=True
EVT_000000115,AFS_000067,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=0.0485; val_ic=0.0974; test_ic=-0.0320; fdr_pass=True
EVT_000000116,AFS_000068,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=0.0427; val_ic=0.0678; test_ic=-0.0128; fdr_pass=True
EVT_000000117,AFS_000069,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0093; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000118,AFS_000070,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=VALIDATION_FAIL; disc_ic=-0.0479; val_ic=-0.1048; test_ic=0.0379; fdr_pass=True
EVT_000000119,AFS_000071,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0157; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000120,AFS_000072,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0056; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000121,AFS_000073,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=-0.0092; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000122,AFS_000074,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0093; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000123,AFS_000075,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0106; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000124,AFS_000076,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=VALIDATION_FAIL; disc_ic=-0.0444; val_ic=-0.1125; test_ic=0.0375; fdr_pass=True
EVT_000000125,AFS_000077,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=TEST_FAIL; disc_ic=0.0418; val_ic=0.0694; test_ic=-0.0153; fdr_pass=True
EVT_000000126,AFS_000078,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0093; val_ic=nan; test_ic=nan; fdr_pass=False
EVT_000000127,AFS_000079,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,OOS_FAIL,universe-b-phase0-governance-fix,stage=VALIDATION_FAIL; disc_ic=-0.0479; val_ic=-0.1048; test_ic=0.0379; fdr_pass=True
EVT_000000128,AFS_000080,2026-09-11T13:50:24,PROPOSED,FAIL,AFE_20260910_0004,NO_SIGNAL,universe-b-phase0-governance-fix,stage=DISCOVERY_FAIL; disc_ic=0.0093; val_ic=nan; test_ic=nan; fdr_pass=False
