factor_id,request_index,generator,formula,expression_hash,family,final_status,failure_stage,failure_reason,disc_ic,val_ic,test_ic,pass_discovery,fdr_pass
AFS_000027,27,HUMAN,"diff(log_amount, cs_zscore(amount_ratio_5_20))",2d5d573f54c83146,INTERACTION,FAIL,VALIDATION_FAIL,OOS_FAIL,-0.0438736753926624,-0.0935995162680252,0.053476236919784,True,True
AFS_000028,28,HUMAN,"ratio(ret_60d, realized_vol_20)",27a39a07b5baeb75,INTERACTION,FAIL,TEST_FAIL,OOS_FAIL,-0.0284518984265454,0.0208019923924337,-0.0118654866657451,True,True
AFS_000029,29,HUMAN,"interaction(days_since_first_signal, bb_z)",5469f24293f831dd,BB_CONDITIONAL,FAIL,NO_KEEP_WEAK,UNSTABLE,-0.0530372129084858,0.0046686925914283,0.0200211589671063,True,True
AFS_000030,30,HUMAN,"diff(ret_1d, ret_5d)",44cecbf2898e7fb9,INTERACTION,FAIL,TEST_FAIL,OOS_FAIL,-0.021313334487523,-0.0372107321992211,-0.0260036167961152,True,True
AFS_000031,31,TEMPLATE,"ratio(bb_z,distance_to_lower_band)",036921028205c5be,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0148676066109101,,,False,False
AFS_000032,32,TEMPLATE,"diff(bb_z,distance_to_lower_band)",2a6b0acdb8d90be2,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0137968659234886,,,False,False
AFS_000033,33,TEMPLATE,"interaction(bb_z,distance_to_lower_band)",f7c56ac13becedde,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.015220127297906,,,False,False
AFS_000034,34,TEMPLATE,"min(bb_z,distance_to_lower_band)",4e89bfeaa8fcf3a0,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.012353222006077,,,False,False
AFS_000035,35,TEMPLATE,"max(bb_z,distance_to_lower_band)",8eb7971ced432b75,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0161934813148157,,,False,False
AFS_000036,36,TEMPLATE,"ratio(bb_z,ret_5d)",71e700ef12c0028b,BB_CONDITIONAL,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0414876475532964,0.0546429474879818,0.040205961703475,True,True
AFS_000037,37,TEMPLATE,"diff(bb_z,ret_5d)",4abf792fc2c89b6c,BB_CONDITIONAL,FAIL,TEST_FAIL,OOS_FAIL,-0.0398177062041656,-0.0511000657526609,-0.0448526090957144,True,True
AFS_000038,38,TEMPLATE,"interaction(bb_z,ret_5d)",5ab64b856e63c733,BB_CONDITIONAL,FAIL,TEST_FAIL,OOS_FAIL,-0.0375193016243489,-0.0388255768068496,-0.0493447408508113,True,True
AFS_000039,39,TEMPLATE,"min(bb_z,ret_5d)",1beeee70a44f02f6,BB_CONDITIONAL,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0382207007903331,0.0436036060606282,0.0484029952565152,True,True
AFS_000040,40,TEMPLATE,"max(bb_z,ret_5d)",9847edea9806a398,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0085406033321057,,,False,False
AFS_000041,41,TEMPLATE,"ratio(bb_z,ret_20d)",80326899f96563ed,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0017699604092953,,,False,False
AFS_000042,42,TEMPLATE,"diff(bb_z,ret_20d)",fbeecfd13407ccc5,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0030611287794793,,,False,False
AFS_000043,43,TEMPLATE,"interaction(bb_z,ret_20d)",b1113c8ea2f6016d,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0037489425299745,,,False,False
AFS_000044,44,TEMPLATE,"min(bb_z,ret_20d)",12bef38e549dcbdf,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.002004683804144,,,False,False
AFS_000045,45,TEMPLATE,"max(bb_z,ret_20d)",63485569eb825bbe,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0115832476604337,,,False,False
AFS_000046,46,TEMPLATE,"ratio(bb_z,atr14_pct)",0ca98ffebec894a8,BB_CONDITIONAL,FAIL,TEST_FAIL,OOS_FAIL,-0.04262385252986,-0.0462882915506629,-0.0607219452434955,True,True
AFS_000047,47,TEMPLATE,"diff(bb_z,atr14_pct)",b590911b886ee9b0,BB_CONDITIONAL,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0438887004702716,0.0308337225029086,0.0669266633842651,True,True
AFS_000048,48,TEMPLATE,"interaction(bb_z,atr14_pct)",6e9024020df09b51,BB_CONDITIONAL,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0412934558877982,0.0299583195084414,0.0654004748483051,True,True
AFS_000049,49,TEMPLATE,"min(bb_z,atr14_pct)",b900022887725736,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.009291009617352,,,False,False
AFS_000050,50,TEMPLATE,"max(bb_z,atr14_pct)",1e5d8fd920d14130,BB_CONDITIONAL,FAIL,TEST_FAIL,OOS_FAIL,-0.044791566672776,-0.0385745812827055,-0.0636965942220211,True,True
AFS_000051,51,TEMPLATE,"ratio(bb_z,bb_width)",46102eb043204664,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0122718929242109,,,False,False
AFS_000052,52,TEMPLATE,"diff(bb_z,bb_width)",dfc68d361df1180a,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0148589823713969,,,False,False
AFS_000053,53,TEMPLATE,"interaction(bb_z,bb_width)",07f7cf2081696f06,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0152227137655737,,,False,False
AFS_000054,54,TEMPLATE,"min(bb_z,bb_width)",9f053a006a2e50bd,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.009291009617352,,,False,False
AFS_000055,55,TEMPLATE,"max(bb_z,bb_width)",8872efa89cb03bea,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0140719626352007,,,False,False
AFS_000056,56,TEMPLATE,"ratio(bb_z,drawdown_20)",67fe959681ac6d98,BB_CONDITIONAL,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0349163189958762,0.051180444098609,0.0451326988446587,True,True
AFS_000057,57,TEMPLATE,"diff(bb_z,drawdown_20)",2cccd2f68b337852,BB_CONDITIONAL,FAIL,TEST_FAIL,OOS_FAIL,-0.0354604821469839,-0.0498067702006182,-0.0486826006291006,True,True
AFS_000058,58,TEMPLATE,"interaction(bb_z,drawdown_20)",b5d62832fc4cfbea,BB_CONDITIONAL,FAIL,TEST_FAIL,OOS_FAIL,-0.0320887773142561,-0.0466084707483833,-0.0478012866517592,True,True
AFS_000059,59,TEMPLATE,"min(bb_z,drawdown_20)",185025e170f04daa,BB_CONDITIONAL,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0365592122594161,0.0497643352044843,0.0481507175068686,True,True
AFS_000060,60,TEMPLATE,"max(bb_z,drawdown_20)",f2435535512c0144,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0088816054135103,,,False,False
AFS_000061,61,TEMPLATE,"ratio(bb_z,distance_52w_high)",996d44672700cd9b,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0082188407800531,,,False,False
AFS_000062,62,TEMPLATE,"diff(bb_z,distance_52w_high)",67a6b68c48632899,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0094732214053543,,,False,False
AFS_000063,63,TEMPLATE,"interaction(bb_z,distance_52w_high)",87c7dfefbecc3532,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0126191004534236,,,False,False
AFS_000064,64,TEMPLATE,"min(bb_z,distance_52w_high)",3aad502d63a969e3,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0110139262056253,,,False,False
AFS_000065,65,TEMPLATE,"max(bb_z,distance_52w_high)",b8ea44b935608d01,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0095397589930154,,,False,False
AFS_000066,66,TEMPLATE,"ratio(bb_z,log_amount)",b696be5584408e84,BB_CONDITIONAL,FAIL,VALIDATION_FAIL,OOS_FAIL,-0.0301876741931835,-0.0873708243988335,0.0310318956879117,True,True
AFS_000067,67,TEMPLATE,"diff(bb_z,log_amount)",4f23a990fa8bb681,BB_CONDITIONAL,FAIL,TEST_FAIL,OOS_FAIL,0.0484998388826608,0.0974442249102491,-0.0320260278204145,True,True
AFS_000068,68,TEMPLATE,"interaction(bb_z,log_amount)",26c07482aa185c9a,BB_CONDITIONAL,FAIL,TEST_FAIL,OOS_FAIL,0.0426909498810715,0.0678328627489059,-0.0127945738901192,True,True
AFS_000069,69,TEMPLATE,"min(bb_z,log_amount)",461972531df201b8,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.009291009617352,,,False,False
AFS_000070,70,TEMPLATE,"max(bb_z,log_amount)",d5d09acb32197af7,BB_CONDITIONAL,FAIL,VALIDATION_FAIL,OOS_FAIL,-0.0479011339018381,-0.1047776461783815,0.0379465084664229,True,True
AFS_000071,71,TEMPLATE,"ratio(bb_z,amount_ratio_5_20)",faedafdf093cb6ce,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.015687924305423,,,False,False
AFS_000072,72,TEMPLATE,"diff(bb_z,amount_ratio_5_20)",38c9a1ecc3757fef,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0055626733555952,,,False,False
AFS_000073,73,TEMPLATE,"interaction(bb_z,amount_ratio_5_20)",0b7ce1c07d76071a,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0091829548642821,,,False,False
AFS_000074,74,TEMPLATE,"min(bb_z,amount_ratio_5_20)",99c7794528a006e1,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.009291009617352,,,False,False
AFS_000075,75,TEMPLATE,"max(bb_z,amount_ratio_5_20)",bffe50416fce2cf4,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0106442157090743,,,False,False
AFS_000076,76,TEMPLATE,"ratio(bb_z,turnover_rank)",c4c83c7dbc4ffeeb,BB_CONDITIONAL,FAIL,VALIDATION_FAIL,OOS_FAIL,-0.0444171628631092,-0.112460581380743,0.0375484961975013,True,True
AFS_000077,77,TEMPLATE,"diff(bb_z,turnover_rank)",9a5fd9ca983eaf05,BB_CONDITIONAL,FAIL,TEST_FAIL,OOS_FAIL,0.0418275932534359,0.0693871646751199,-0.0153042521620153,True,True
AFS_000078,78,TEMPLATE,"min(bb_z,turnover_rank)",178a50fc726cbf96,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.009291009617352,,,False,False
AFS_000079,79,TEMPLATE,"max(bb_z,turnover_rank)",78e2f0da2e46dfe5,BB_CONDITIONAL,FAIL,VALIDATION_FAIL,OOS_FAIL,-0.0479011339018381,-0.1047776461783815,0.0379465084664229,True,True
AFS_000080,80,TEMPLATE,"ratio(bb_z,daily_bb_signal_count)",3cd229f8960795c2,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.009291009617352,,,False,False
AFS_000081,81,TEMPLATE,"diff(bb_z,daily_bb_signal_count)",3783f5313d135588,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.009291009617352,,,False,False
AFS_000082,82,TEMPLATE,"min(bb_z,daily_bb_signal_count)",a52438a80130f2d4,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.009291009617352,,,False,False
AFS_000083,83,TEMPLATE,"max(bb_z,daily_bb_signal_count)",34ebbc1ff36af88a,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000084,84,TEMPLATE,"ratio(bb_z,market_up_ratio)",b393e0871713a4c8,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.009291009617352,,,False,False
AFS_000085,85,TEMPLATE,"diff(bb_z,market_up_ratio)",d34f1f28af9984f3,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.009291009617352,,,False,False
AFS_000086,86,TEMPLATE,"min(bb_z,market_up_ratio)",897ad673e7ee07b5,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.009291009617352,,,False,False
AFS_000087,87,TEMPLATE,"max(bb_z,market_up_ratio)",987a3680a90109fd,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,,,,False,False
AFS_000088,88,TEMPLATE,"ratio(bb_z,csi300_ret_5)",0cb28f8f3998527d,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0099027707473562,,,False,False
AFS_000089,89,TEMPLATE,"diff(bb_z,csi300_ret_5)",04486c089d5707b4,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.009291009617352,,,False,False
AFS_000090,90,TEMPLATE,"interaction(bb_z,csi300_ret_5)",26541dda28e68c63,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0099027707473562,,,False,False
AFS_000091,91,TEMPLATE,"min(bb_z,csi300_ret_5)",af42b231b26deedb,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0116154317062087,,,False,False
AFS_000092,92,TEMPLATE,"max(bb_z,csi300_ret_5)",5c44c4faaf98dee0,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0027625695637154,,,False,False
AFS_000093,93,TEMPLATE,"ratio(bb_z,csi500_ret_5)",d0b7e7b9ea04855b,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0025370804203353,,,False,False
AFS_000094,94,TEMPLATE,"diff(bb_z,csi500_ret_5)",bb8ec0fa70df3d6f,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.009291009617352,,,False,False
AFS_000095,95,TEMPLATE,"interaction(bb_z,csi500_ret_5)",c08a5734eb156e9f,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0025370804203353,,,False,False
AFS_000096,96,TEMPLATE,"min(bb_z,csi500_ret_5)",b0667bef050e2a3c,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0118056763862566,,,False,False
AFS_000097,97,TEMPLATE,"max(bb_z,csi500_ret_5)",4041d353287acce3,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.001835220412866,,,False,False
AFS_000098,98,TEMPLATE,"ratio(bb_z,gap_pct)",e6ac070ecbb4b10d,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0041443828482981,,,False,False
AFS_000099,99,TEMPLATE,"diff(bb_z,gap_pct)",f58e6e1e4c95e04b,BB_CONDITIONAL,FAIL,VALIDATION_FAIL,OOS_FAIL,-0.0204073534391376,-0.008359236682166,0.0037202202777415,True,True
AFS_000100,100,TEMPLATE,"interaction(bb_z,gap_pct)",1bc17cc2614cbae4,BB_CONDITIONAL,FAIL,VALIDATION_FAIL,OOS_FAIL,-0.026237687020375,-0.0038484370336959,0.0024586730040866,True,True
AFS_000101,101,TEMPLATE,"min(bb_z,gap_pct)",8c77077ca125c7fe,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0122266912585975,,,False,False
AFS_000102,102,TEMPLATE,"max(bb_z,gap_pct)",76fc2c66dd45afdc,BB_CONDITIONAL,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0262004175051826,0.0024223206898397,0.0019705415058455,True,True
AFS_000103,103,TEMPLATE,"ratio(distance_to_lower_band,ret_5d)",e687f0ea03cdc974,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0074081583000613,,,False,False
AFS_000104,104,TEMPLATE,"diff(distance_to_lower_band,ret_5d)",830866afb3a4fc13,BB_CONDITIONAL,FAIL,TEST_FAIL,OOS_FAIL,-0.0385430294245207,-0.031046075432303,-0.0547507157609735,True,True
AFS_000105,105,TEMPLATE,"interaction(distance_to_lower_band,ret_5d)",7c79f64451143b79,BB_CONDITIONAL,FAIL,TEST_FAIL,OOS_FAIL,-0.0266873421062092,-0.0796180894911979,-0.0324876740606018,True,True
AFS_000106,106,TEMPLATE,"min(distance_to_lower_band,ret_5d)",27190575c437f65b,BB_CONDITIONAL,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0379179750139749,0.0487664193988616,0.044900530355328,True,True
AFS_000107,107,TEMPLATE,"max(distance_to_lower_band,ret_5d)",1377cdf37b24562d,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0162462116766682,,,False,False
AFS_000108,108,TEMPLATE,"ratio(distance_to_lower_band,ret_20d)",4b3eef3225b8357b,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0136271206396058,,,False,False
AFS_000109,109,TEMPLATE,"diff(distance_to_lower_band,ret_20d)",199f66874fe413bf,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0050826283550419,,,False,False
AFS_000110,110,TEMPLATE,"interaction(distance_to_lower_band,ret_20d)",2ee911f8008ec176,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0119511210511321,,,False,False
AFS_000111,111,TEMPLATE,"min(distance_to_lower_band,ret_20d)",38f2f95a445163f9,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0021936379896727,,,False,False
AFS_000112,112,TEMPLATE,"max(distance_to_lower_band,ret_20d)",a09becb2d9a5a9bf,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0146532859520878,,,False,False
AFS_000113,113,TEMPLATE,"ratio(distance_to_lower_band,atr14_pct)",401c6baafd0dd07b,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0074751895249845,,,False,False
AFS_000114,114,TEMPLATE,"diff(distance_to_lower_band,atr14_pct)",71f03c22145cf43d,BB_CONDITIONAL,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0347993970550245,0.0631079122015801,0.0551134533352157,True,True
AFS_000115,115,TEMPLATE,"interaction(distance_to_lower_band,atr14_pct)",1b28fe41b5a62c5d,BB_CONDITIONAL,FAIL,FDR_FAIL,MULTIPLE_TESTING_FAIL,0.0200553603869237,,,True,False
AFS_000116,116,TEMPLATE,"min(distance_to_lower_band,atr14_pct)",57506517aa0c5ad9,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0160545941857973,,,False,False
AFS_000117,117,TEMPLATE,"max(distance_to_lower_band,atr14_pct)",b7680a340776f46a,BB_CONDITIONAL,FAIL,TEST_FAIL,OOS_FAIL,-0.044791566672776,-0.0385745812827055,-0.0636965942220211,True,True
AFS_000118,118,TEMPLATE,"diff(distance_to_lower_band,bb_width)",daac6d3c407525df,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0145630977820929,,,False,False
AFS_000119,119,TEMPLATE,"interaction(distance_to_lower_band,bb_width)",174d3969130637de,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0184961482601855,,,False,False
AFS_000120,120,TEMPLATE,"min(distance_to_lower_band,bb_width)",57a08c480c77b3dc,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0160545941857973,,,False,False
AFS_000121,121,TEMPLATE,"max(distance_to_lower_band,bb_width)",7ac659370aca60d6,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0140719626352007,,,False,False
AFS_000122,122,TEMPLATE,"ratio(distance_to_lower_band,drawdown_20)",549b391794456e14,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0122081777316414,,,False,False
AFS_000123,123,TEMPLATE,"diff(distance_to_lower_band,drawdown_20)",3915140489d033ab,BB_CONDITIONAL,FAIL,TEST_FAIL,OOS_FAIL,-0.0325094766679589,-0.0312846655884653,-0.0499072362353012,True,True
AFS_000124,124,TEMPLATE,"interaction(distance_to_lower_band,drawdown_20)",4676e0ee507e5aa9,BB_CONDITIONAL,FAIL,FDR_FAIL,MULTIPLE_TESTING_FAIL,-0.0209862580137244,,,True,False
AFS_000125,125,TEMPLATE,"min(distance_to_lower_band,drawdown_20)",268c2f95c0dee7e0,BB_CONDITIONAL,FAIL,NO_KEEP_WEAK,UNSTABLE,0.0346872862114476,0.0518599112898443,0.0466206922144326,True,True
AFS_000126,126,TEMPLATE,"max(distance_to_lower_band,drawdown_20)",6ec8786a14bf1140,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0160257658821633,,,False,False
AFS_000127,127,TEMPLATE,"ratio(distance_to_lower_band,distance_52w_high)",23ec334756067f40,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.01484493536862,,,False,False
AFS_000128,128,TEMPLATE,"diff(distance_to_lower_band,distance_52w_high)",739c630a31d3116f,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,-0.0062812285359477,,,False,False
AFS_000129,129,TEMPLATE,"interaction(distance_to_lower_band,distance_52w_high)",45576d3a41fd60ed,BB_CONDITIONAL,FAIL,TEST_FAIL,OOS_FAIL,-0.0221811576421434,-0.0969635688379712,-0.0155288626645284,True,True
AFS_000130,130,TEMPLATE,"min(distance_to_lower_band,distance_52w_high)",18d763918a5e30f1,BB_CONDITIONAL,FAIL,DISCOVERY_FAIL,NO_SIGNAL,0.0096234925768384,,,False,False
