round,ts_code,name,entry_date,exit_date,exit_type,levels_used,shares,pnl,div_income,return_pct,hold_days
74,601138.SH,,2024-07-19,2024-09-24,TAKE_PROFIT_DYN,3,27100,-38492.9441421997,7702.4,-6.44,45
75,601899.SH,,2024-07-24,2024-09-25,TAKE_PROFIT_DYN,3,38400,53380.98154235992,1992.0,8.93,43
76,600150.SH,,2024-09-23,2024-12-18,TAKE_PROFIT_DYN,2,11500,24631.550469900074,0.0,6.25,57
77,600418.SH,,2024-11-28,2025-01-22,TAKE_PROFIT_DYN,1,5700,37584.89700372002,0.0,19.06,38
78,600030.SH,,2025-01-02,2025-02-07,TAKE_PROFIT_DYN,2,14200,-966.2630947200232,0.0,-0.24,20
79,300059.SZ,,2025-01-03,2025-02-07,TAKE_PROFIT_DYN,2,17100,21314.791297800024,0.0,5.35,19
80,000063.SZ,,2025-03-04,2025-05-07,TAKE_PROFIT_DYN,2,12200,16661.973426640092,6361.27,4.21,42
81,300308.SZ,,2025-02-06,2025-05-08,TAKE_PROFIT_DYN,4,9100,42535.77854526008,0.0,5.49,61
82,300502.SZ,,2025-03-03,2025-05-08,TAKE_PROFIT_DYN,2,4900,110914.77809412003,0.0,28.47,44
83,688981.SH,,2025-05-12,2025-06-23,TAKE_PROFIT_DYN,2,4600,-1732.070090520021,0.0,-0.44,29
84,688256.SH,,2025-05-28,2025-06-26,TAKE_PROFIT_DYN,1,300,4161.13520328005,0.0,2.25,20
85,600519.SH,,2025-06-16,2025-07-09,TAKE_PROFIT_DYN,1,100,4484.999471239978,2213.84,3.2,17
86,300308.SZ,,2025-10-15,2025-10-24,TAKE_PROFIT_DYN,1,500,63965.48934600002,0.0,37.03,7
87,002460.SZ,,2025-11-25,2025-12-19,TAKE_PROFIT_DYN,1,3300,17595.857747160044,0.0,9.02,18
88,601138.SH,,2025-11-25,2025-12-25,TAKE_PROFIT_DYN,1,3500,37661.950557000004,0.0,19.07,22
89,300502.SZ,,2026-01-13,2026-02-02,TAKE_PROFIT_DYN,1,500,35345.03866740002,0.0,18.33,14
90,300750.SZ,,2025-11-24,2026-02-06,TAKE_PROFIT_DYN,4,2000,11369.33936819993,0.0,1.58,52
91,300308.SZ,,2026-02-09,2026-03-18,TAKE_PROFIT_DYN,1,300,5445.326042640023,0.0,3.23,21
92,002475.SZ,,2026-01-09,2026-04-08,TAKE_PROFIT_DYN,5,19200,14515.212495960295,1464.82,1.48,56
93,688256.SH,,2026-02-04,2026-04-08,TAKE_PROFIT_DYN,3,400,51051.05774010002,0.0,12.4,38
94,601899.SH,,2026-03-20,2026-04-15,TAKE_PROFIT_DYN,2,12500,49074.12763110007,0.0,12.36,17
95,300274.SZ,,2026-07-02,2026-08-11,TAKE_PROFIT_DYN,2,2900,-32353.21206216002,0.0,-8.54,28
96,600487.SH,,2026-07-07,2026-08-18,TAKE_PROFIT_DYN,2,4800,-69822.71968715993,0.0,-17.88,30
97,688525.SH,,2026-07-16,2026-08-25,FINAL_SETTLE,2,1300,-71016.53428584,0.0,-19.37,28
98,600276.SH,,2026-08-21,2026-08-25,FINAL_SETTLE,2,8300,-9625.774603499915,0.0,-2.44,2
99,688256.SH,,2026-08-25,2026-08-25,FINAL_SETTLE,1,200,7495.974192960042,0.0,3.86,0
